net,length_um
net267,82.57µm
_03568_,82.35µm
net732,82.325µm
net864,82.235µm
net917,82.1µm
net299,81.645µm
_03573_,81.475µm
net591,81.47µm
net2098,81.455µm
net641,81.385µm
net932,81.34µm
net953,81.265µm
spi_addr\[0\],81.15µm
net712,81.15µm
net785,80.975µm
net778,80.915µm
net426,80.855µm
_03516_,80.82µm
net604,80.76µm
u_debug_unit.mon_w3_sync\[4\],80.67µm
net1038,80.56µm
_03463_,80.45µm
net965,80.43µm
net1016,80.335µm
net133,80.305µm
net564,80.07µm
net427,79.97µm
net612,79.945µm
_03428_,79.895µm
net1023,79.84µm
_03280_,79.795µm
net263,79.585µm
net532,79.49µm
net813,79.355µm
net989,79.33µm
net830,79.175µm
net34,78.96µm
_06921_,78.955µm
clknet_3_6__leaf_spi_sclk,78.925µm
_03431_,78.63µm
net68,78.575µm
_03247_,78.57µm
_03375_,78.535µm
net1034,78.4µm
net757,78.33µm
net955,78.305µm
net1004,78.26µm
net879,78.105µm
_07759_,78.08µm
_07692_,78.06µm
u_LMS.x_r\[8\]\[1\],78.04µm
net78,77.925µm
net986,77.87µm
_03392_,77.865µm
_00019_,77.795µm
u_LMS.w\[7\]\[24\],77.6µm
_07852_,77.58µm
net715,77.535µm
net581,77.53µm
net64,77.46µm
u_debug_unit.error_signal_sync\[5\],77.23µm
net774,76.795µm
u_FIR.w\[8\]\[5\],76.63µm
net522,76.58µm
_10387_,76.44µm
net991,76.365µm
u_LMS.w\[4\]\[12\],76.35µm
u_LMS.x_r\[0\]\[1\],76.34µm
_01119_,76.27µm
net650,76.175µm
_03365_,76.165µm
clknet_3_5__leaf_spi_sclk,76.16µm
net352,76.12µm
net115,76.09µm
net501,75.99µm
net533,75.975µm
net397,75.96µm
_03237_,75.87µm
net983,75.84µm
_03361_,75.78µm
u_FIR.w\[2\]\[0\],75.67µm
u_FIR.sum\[1\]\[8\],75.52µm
_07755_,75.48µm
u_LMS.x_r\[4\]\[0\],75.38µm
net276,75.25µm
net391,75.125µm
net1669,75.015µm
net230,74.955µm
_07836_,74.77µm
_03424_,74.71µm
net423,74.515µm
net344,74.51µm
_05469_,74.445µm
net873,74.435µm
net602,74.155µm
net675,74.105µm
_07834_,74µm
_07930_,73.995µm
_08101_,73.99µm
net749,73.85µm
net814,73.825µm
_04691_,73.815µm
net982,73.72µm
net484,73.69µm
_07514_,73.68µm
coeff_force_packed\[26\],73.675µm
net506,73.63µm
net555,73.59µm
u_FIR.sum\[1\]\[10\],73.4µm
net497,73.355µm
net264,73.35µm
net530,73.27µm
u_debug_unit.force_w3\[7\],73.11µm
net517,72.87µm
_03283_,72.82µm
_09093_,72.81µm
u_LMS.w\[6\]\[24\],72.76µm
net336,72.685µm
_02252_,72.645µm
net437,72.625µm
net810,72.615µm
_04115_,72.61µm
u_LMS.w\[7\]\[13\],72.575µm
u_debug_unit.mon_w6_sync\[0\],72.55µm
_07906_,72.48µm
u_LMS.w\[4\]\[13\],72.42µm
u_LMS.x_r\[0\]\[0\],72.42µm
net565,72.42µm
coeff_force_packed\[57\],72.24µm
net121,72.2µm
net738,72.18µm
net633,72.13µm
net438,72.04µm
clknet_3_4__leaf_spi_sclk,71.975µm
net1021,71.925µm
net527,71.905µm
net2136,71.805µm
net692,71.695µm
net563,71.625µm
coeff_force_packed\[1\],71.6µm
net515,71.47µm
u_FIR.sum\[1\]\[15\],71.325µm
coeff_force_packed\[24\],71.24µm
net283,71.155µm
net620,70.965µm
net589,70.91µm
_03069_,70.895µm
net1017,70.835µm
net226,70.75µm
net482,70.69µm
_04781_,70.68µm
net338,70.66µm
net512,70.64µm
net122,70.62µm
net1020,70.62µm
_07947_,70.545µm
net355,70.51µm
_10185_,70.3µm
net593,70.28µm
u_LMS.w\[5\]\[13\],70.175µm
_03286_,70.16µm
u_LMS.w\[3\]\[13\],70.115µm
net746,70.1µm
net118,70.09µm
_07840_,70.08µm
net405,70.035µm
u_FIR.sum\[2\]\[15\],69.99µm
_03264_,69.91µm
net421,69.88µm
net538,69.73µm
_06054_,69.67µm
net682,69.445µm
_03065_,69.365µm
u_LMS.w\[0\]\[13\],69.365µm
net425,69.34µm
_10265_,69.27µm
net479,69.23µm
_07694_,69.225µm
net636,69.22µm
net551,69.2µm
_03281_,69.18µm
_07761_,69.025µm
_08550_,68.98µm
_03430_,68.97µm
u_LMS.w\[7\]\[14\],68.96µm
_07913_,68.955µm
_07745_,68.9µm
u_LMS.w\[0\]\[24\],68.885µm
net968,68.885µm
net985,68.84µm
coeff_force_packed\[59\],68.805µm
net345,68.715µm
u_LMS.w\[6\]\[13\],68.675µm
coeff_force_packed\[40\],68.56µm
net897,68.46µm
net765,68.45µm
_03068_,68.44µm
_03367_,68.435µm
net618,68.345µm
u_FIR.sum\[4\]\[9\],68.3µm
_07793_,68.18µm
_03000_,68.02µm
_03456_,67.93µm
_07439_,67.86µm
u_LMS.x_r\[2\]\[2\],67.725µm
u_LMS.w\[2\]\[13\],67.68µm
coeff_force_packed\[0\],67.48µm
u_FIR.sum\[2\]\[11\],67.47µm
net61,67.38µm
net1015,67.3µm
net570,67.205µm
net987,67.14µm
net520,66.955µm
net488,66.915µm
_10292_,66.82µm
net553,66.77µm
net394,66.7µm
clknet_3_7__leaf_spi_sclk,66.7µm
clknet_3_1__leaf_spi_sclk,66.64µm
u_LMS.x_r\[0\]\[5\],66.54µm
net791,66.535µm
net74,66.525µm
net521,66.475µm
u_LMS.w\[5\]\[24\],66.44µm
net739,66.395µm
_07812_,66.31µm
net1024,66.29µm
net392,66.235µm
net119,66.09µm
_03482_,66µm
net476,65.99µm
net75,65.94µm
net348,65.925µm
_03425_,65.895µm
_08495_,65.815µm
u_FIR.w\[6\]\[6\],65.78µm
_03509_,65.76µm
net402,65.66µm
u_debug_unit.mon_w6_sync\[3\],65.17µm
u_FIR.sum\[7\]\[10\],65.01µm
net980,65.01µm
u_LMS.x_r\[4\]\[1\],64.965µm
net654,64.955µm
net668,64.88µm
_08406_,64.87µm
clknet_3_3__leaf_spi_sclk,64.75µm
_02848_,64.64µm
net912,64.58µm
net963,64.58µm
_10267_,64.47µm
net450,64.415µm
u_debug_unit.mon_w7_sync\[6\],64.39µm
net516,64.355µm
net67,64.31µm
_08497_,64.285µm
net302,64.215µm
u_LMS.w\[5\]\[12\],64.165µm
net634,64.035µm
_02304_,63.96µm
_06436_,63.96µm
u_FIR.sum\[4\]\[10\],63.91µm
u_FIR.sum\[1\]\[11\],63.89µm
_07838_,63.855µm
net625,63.725µm
_06022_,63.69µm
net793,63.65µm
net455,63.6µm
coeff_force_packed\[31\],63.595µm
u_LMS.w\[8\]\[13\],63.55µm
net518,63.475µm
_03225_,63.325µm
u_debug_unit.mon_w3_sync\[2\],63.265µm
_09728_,63.255µm
_03062_,63.16µm
u_FIR.sum\[3\]\[8\],62.815µm
u_LMS.w\[4\]\[15\],62.815µm
net489,62.8µm
_03285_,62.72µm
_07872_,62.68µm
u_LMS.w\[4\]\[14\],62.595µm
u_FIR.sum\[4\]\[8\],62.54µm
_08354_,62.51µm
_09600_,62.415µm
u_LMS.w\[2\]\[12\],62.365µm
u_LMS.w\[4\]\[21\],62.335µm
_04809_,62.31µm
net996,62.27µm
_03261_,62.23µm
_07486_,62.175µm
u_FIR.sum\[2\]\[10\],62.07µm
_10568_,61.94µm
net454,61.94µm
net736,61.935µm
net435,61.76µm
_07818_,61.635µm
_10854_,61.535µm
net492,61.45µm
u_LMS.w\[1\]\[14\],61.39µm
u_FIR.sum\[4\]\[3\],61.35µm
u_FIR.sum\[2\]\[13\],61.26µm
u_FIR.sum\[3\]\[10\],61.245µm
u_FIR.sum\[1\]\[14\],61.21µm
u_FIR.sum\[2\]\[9\],61.055µm
net270,60.68µm
_07698_,60.665µm
_03236_,60.645µm
_03221_,60.61µm
_03255_,60.56µm
_04250_,60.48µm
coeff_force_packed\[34\],60.45µm
u_FIR.w\[3\]\[6\],60.4µm
_03071_,60.35µm
net500,60.235µm
net617,60.2µm
_07757_,60.195µm
net729,60.075µm
_04643_,59.97µm
net792,59.94µm
net485,59.935µm
net608,59.925µm
net782,59.885µm
_08993_,59.875µm
net333,59.85µm
_03275_,59.83µm
u_LMS.w\[4\]\[17\],59.82µm
_08459_,59.77µm
_03436_,59.71µm
net784,59.645µm
net966,59.6µm
u_LMS.w\[2\]\[15\],59.335µm
_03514_,59.28µm
_07820_,59.22µm
_03265_,59.175µm
u_LMS.mu\[2\],59.17µm
u_LMS.w\[8\]\[17\],59.14µm
net325,59.135µm
u_LMS.x_r\[5\]\[6\],59.01µm
net62,58.965µm
u_LMS.w\[0\]\[14\],58.91µm
net446,58.805µm
net369,58.8µm
_09679_,58.715µm
_07713_,58.685µm
_03384_,58.68µm
_04283_,58.57µm
u_LMS.w\[5\]\[16\],58.435µm
_07832_,58.395µm
net592,58.37µm
u_FIR.sum\[2\]\[7\],58.33µm
u_debug_unit.mon_w5_sync\[4\],58.225µm
net399,58.195µm
net748,58.165µm
net60,58.135µm
net977,58.09µm
_01071_,58.035µm
u_LMS.w\[1\]\[12\],58.035µm
u_FIR.sum\[2\]\[8\],58.015µm
net117,57.82µm
u_LMS.w\[8\]\[22\],57.81µm
net542,57.73µm
net683,57.73µm
net419,57.72µm
net655,57.7µm
net609,57.695µm
_09067_,57.6µm
u_LMS.x_r\[6\]\[2\],57.48µm
net407,57.44µm
_03279_,57.26µm
net329,57.225µm
net272,57.16µm
_04860_,57.1µm
u_FIR.sum\[3\]\[7\],57.08µm
_09680_,56.95µm
u_LMS.x_r\[7\]\[4\],56.89µm
net398,56.795µm
u_LMS.w\[6\]\[12\],56.78µm
net334,56.655µm
u_LMS.w\[8\]\[14\],56.635µm
net766,56.565µm
_01073_,56.52µm
net395,56.41µm
_08408_,56.34µm
u_LMS.w\[3\]\[23\],56.3µm
net443,56.3µm
net65,56.18µm
clknet_3_0__leaf_spi_sclk,56.15µm
_09391_,56.11µm
net441,56.055µm
_05134_,55.99µm
u_FIR.w\[8\]\[1\],55.975µm
net490,55.94µm
u_LMS.w\[6\]\[14\],55.91µm
u_LMS.x_r\[3\]\[5\],55.88µm
net13,55.86µm
net250,55.855µm
u_LMS.w\[3\]\[16\],55.83µm
u_LMS.w\[4\]\[16\],55.815µm
u_LMS.w\[2\]\[14\],55.745µm
net346,55.64µm
_03525_,55.62µm
net839,55.59µm
net71,55.58µm
_07022_,55.555µm
net998,55.555µm
_08411_,55.545µm
net906,55.495µm
u_FIR.sum\[3\]\[12\],55.465µm
net915,55.455µm
u_LMS.w\[1\]\[15\],55.435µm
net773,55.435µm
u_LMS.w\[8\]\[12\],55.415µm
net727,55.37µm
u_LMS.x_r\[0\]\[6\],55.15µm
u_debug_unit.mon_w3_sync\[0\],55.15µm
u_LMS.w\[3\]\[15\],55.13µm
net659,54.985µm
u_FIR.sum\[4\]\[0\],54.97µm
net433,54.935µm
net725,54.935µm
net449,54.92µm
_07777_,54.905µm
_03504_,54.68µm
net327,54.68µm
u_LMS.w\[6\]\[15\],54.665µm
net390,54.655µm
u_LMS.w\[8\]\[24\],54.61µm
_08989_,54.6µm
u_LMS.w\[2\]\[20\],54.595µm
_08597_,54.53µm
u_FIR.sum\[3\]\[11\],54.505µm
net436,54.5µm
u_FIR.sum\[2\]\[0\],54.45µm
u_LMS.w\[0\]\[17\],54.44µm
u_FIR.sum\[4\]\[7\],54.405µm
u_LMS.w\[5\]\[14\],54.33µm
_07533_,54.31µm
net341,54.2µm
_09784_,54.16µm
net401,54.15µm
net560,54.08µm
net697,54.07µm
_03229_,53.91µm
_10266_,53.9µm
_07773_,53.885µm
net621,53.82µm
_07589_,53.785µm
u_LMS.x_r\[8\]\[4\],53.78µm
_01366_,53.765µm
_03475_,53.58µm
net528,53.54µm
net36,53.53µm
u_LMS.w\[3\]\[17\],53.485µm
_07944_,53.46µm
u_FIR.sum\[3\]\[9\],53.37µm
u_LMS.w\[3\]\[12\],53.365µm
net714,53.32µm
_03386_,53.265µm
clknet_3_2__leaf_spi_sclk,53.165µm
u_FIR.w\[5\]\[0\],53.12µm
net76,53.105µm
_03363_,53.065µm
net619,52.965µm
u_LMS.x_r\[2\]\[0\],52.94µm
net275,52.93µm
_01621_,52.92µm
_07895_,52.81µm
net73,52.77µm
u_FIR.sum\[7\]\[7\],52.655µm
net687,52.565µm
net536,52.48µm
_07933_,52.445µm
u_LMS.w\[7\]\[17\],52.4µm
u_FIR.sum\[4\]\[11\],52.28µm
net343,52.28µm
net268,52.255µm
u_LMS.w\[7\]\[16\],52.2µm
net396,52.18µm
_08991_,52.14µm
u_FIR.sum\[1\]\[13\],52.055µm
u_debug_unit.mon_w6_sync\[5\],51.97µm
net23,51.85µm
net719,51.65µm
_03591_,51.61µm
_03232_,51.6µm
coeff_force_packed\[52\],51.595µm
u_spi_slave.rx_shift\[2\],51.505µm
_03254_,51.31µm
_07478_,51.3µm
_07975_,51.24µm
u_LMS.x_r\[8\]\[3\],51.24µm
_02172_,51.14µm
net868,51.14µm
u_FIR.w\[1\]\[0\],51.12µm
coeff_force_packed\[53\],51.1µm
u_LMS.w\[4\]\[20\],51.06µm
coeff_force_packed\[54\],50.98µm
net340,50.965µm
net728,50.955µm
net9,50.95µm
u_FIR.sum\[8\]\[6\],50.91µm
_03952_,50.865µm
u_LMS.w\[5\]\[15\],50.785µm
u_debug_unit.mon_w6_sync\[4\],50.78µm
u_LMS.x_r\[3\]\[2\],50.77µm
net775,50.69µm
u_debug_unit.mon_w8_sync\[1\],50.685µm
_07779_,50.66µm
net335,50.495µm
u_FIR.sum\[4\]\[2\],50.49µm
coeff_force_packed\[3\],50.425µm
coeff_force_packed\[28\],50.335µm
net756,50.275µm
u_LMS.w\[5\]\[20\],50.245µm
net116,50.09µm
net21,50.06µm
u_LMS.w\[1\]\[20\],50.055µm
_04210_,50.04µm
u_LMS.w\[2\]\[17\],50.025µm
_08997_,50µm
u_LMS.w\[2\]\[22\],49.88µm
_05446_,49.69µm
net66,49.58µm
u_LMS.w\[7\]\[21\],49.56µm
_08984_,49.455µm
net77,49.445µm
net767,49.365µm
_08402_,49.27µm
_03496_,49.26µm
_03231_,49.24µm
u_FIR.sum\[3\]\[1\],49.22µm
net281,49.15µm
_09980_,49.14µm
u_LMS.x_r\[6\]\[1\],49.14µm
u_FIR.sum\[7\]\[8\],49.105µm
u_LMS.w\[0\]\[20\],49.025µm
net679,49.025µm
u_FIR.sum\[7\]\[11\],48.97µm
_08400_,48.915µm
_08608_,48.805µm
u_LMS.w\[7\]\[22\],48.8µm
net273,48.75µm
_06539_,48.55µm
net509,48.51µm
u_LMS.w\[5\]\[21\],48.485µm
coeff_force_packed\[39\],48.465µm
net686,48.39µm
u_LMS.w\[5\]\[17\],48.38µm
u_LMS.x_r\[7\]\[3\],48.38µm
_05303_,48.36µm
u_LMS.w\[1\]\[18\],48.26µm
u_LMS.w\[8\]\[15\],48.23µm
net801,48.155µm
_10905_,48.13µm
net572,48.095µm
net546,48.075µm
u_LMS.w\[8\]\[16\],48.005µm
_09097_,47.96µm
u_LMS.w\[3\]\[22\],47.96µm
u_LMS.w\[4\]\[24\],47.96µm
u_LMS.w\[6\]\[20\],47.96µm
net2171,47.745µm
u_LMS.w\[3\]\[18\],47.59µm
_03558_,47.58µm
_07902_,47.57µm
_03490_,47.55µm
net337,47.51µm
net284,47.48µm
u_FIR.sum\[1\]\[7\],47.315µm
net120,47.295µm
coeff_force_packed\[62\],47.25µm
_03220_,47.16µm
_07822_,47.085µm
_05407_,47.04µm
u_FIR.w\[8\]\[3\],47.04µm
_09963_,47.025µm
_07013_,46.92µm
_05826_,46.81µm
_10851_,46.745µm
u_LMS.x_r\[2\]\[6\],46.69µm
_03455_,46.64µm
u_LMS.w\[7\]\[15\],46.605µm
net502,46.59µm
net624,46.505µm
u_FIR.sum\[8\]\[18\],46.445µm
net331,46.44µm
net477,46.35µm
net595,46.34µm
net69,46.25µm
_04376_,46.175µm
_07988_,46.135µm
net279,46.075µm
_10829_,46.04µm
_01661_,46.03µm
_03548_,46.02µm
u_LMS.w\[7\]\[20\],46.005µm
net701,45.96µm
_03716_,45.94µm
u_FIR.sum\[4\]\[1\],45.91µm
_07733_,45.89µm
_10859_,45.85µm
u_FIR.sum\[3\]\[13\],45.745µm
u_spi_slave.rx_shift\[1\],45.725µm
net648,45.69µm
u_LMS.x_r\[6\]\[0\],45.645µm
_01047_,45.63µm
u_FIR.sum\[6\]\[2\],45.62µm
_04314_,45.55µm
net519,45.55µm
spi_addr\[4\],45.5µm
_02897_,45.49µm
_10856_,45.48µm
net913,45.465µm
_03246_,45.39µm
_10187_,45.36µm
net552,45.355µm
net324,45.225µm
u_spi_slave.rx_shift\[0\],45.19µm
_07816_,45.025µm
u_debug_unit.error_signal_sync\[7\],44.94µm
net269,44.925µm
u_LMS.w\[6\]\[16\],44.91µm
_01793_,44.88µm
_06262_,44.85µm
_03500_,44.7µm
_03284_,44.415µm
_07899_,44.38µm
u_LMS.w\[6\]\[22\],44.37µm
u_LMS.w\[8\]\[20\],44.18µm
u_LMS.w\[2\]\[18\],44.14µm
u_LMS.w\[1\]\[22\],43.975µm
u_LMS.w\[0\]\[12\],43.94µm
_09094_,43.845µm
_04186_,43.755µm
u_LMS.w\[3\]\[20\],43.725µm
_07918_,43.69µm
_07126_,43.68µm
u_LMS.w\[6\]\[18\],43.67µm
_03238_,43.595µm
net995,43.545µm
_03543_,43.5µm
_05606_,43.495µm
u_FIR.sum\[3\]\[0\],43.465µm
u_debug_unit.mon_w3_sync\[5\],43.46µm
u_spi_slave.rx_shift\[9\],43.45µm
_03459_,43.395µm
u_LMS.w\[3\]\[4\],43.37µm
net976,43.365µm
spi_addr\[1\],43.35µm
_04236_,43.33µm
net790,43.26µm
_07516_,43.2µm
_03266_,43.15µm
_04568_,43.15µm
_01658_,43.14µm
_04170_,43.08µm
u_LMS.w\[1\]\[16\],43.055µm
_02149_,43.01µm
net474,42.99µm
_10015_,42.925µm
u_FIR.sum\[4\]\[17\],42.875µm
u_LMS.w\[1\]\[23\],42.78µm
_03572_,42.66µm
net907,42.65µm
_04984_,42.62µm
_06898_,42.62µm
net597,42.62µm
net554,42.6µm
net16,42.58µm
u_LMS.w\[0\]\[18\],42.575µm
net326,42.535µm
_10550_,42.51µm
_03489_,42.49µm
net282,42.34µm
_01817_,42.3µm
_06937_,42.27µm
u_FIR.sum\[3\]\[3\],42.24µm
_03139_,42.2µm
net300,42.195µm
net447,42.145µm
u_FIR.sum\[7\]\[15\],42.095µm
_03991_,42.055µm
net914,41.97µm
_10198_,41.94µm
u_LMS.w\[0\]\[22\],41.845µm
_02747_,41.805µm
u_LMS.w\[7\]\[23\],41.795µm
_07074_,41.66µm
_00826_,41.59µm
net70,41.535µm
_05950_,41.52µm
_05467_,41.515µm
_04265_,41.4µm
u_LMS.x_r\[3\]\[0\],41.36µm
net434,41.35µm
net754,41.35µm
u_FIR.w\[4\]\[0\],41.31µm
_01841_,41.3µm
_07399_,41.22µm
u_FIR.sum\[4\]\[16\],41.215µm
net493,41.165µm
net534,41.135µm
net726,41.02µm
_08632_,40.93µm
u_FIR.sum\[3\]\[2\],40.93µm
u_LMS.w\[0\]\[15\],40.93µm
u_spi_slave.rd_toggle,40.9µm
net448,40.87µm
_08231_,40.86µm
net571,40.86µm
u_FIR.sum\[5\]\[0\],40.84µm
u_spi_slave.bit_cnt\[1\],40.84µm
u_LMS.x_r\[2\]\[3\],40.83µm
_03717_,40.82µm
_03832_,40.755µm
_08027_,40.715µm
net681,40.71µm
_03259_,40.69µm
_03561_,40.69µm
_06159_,40.575µm
u_LMS.w\[2\]\[16\],40.565µm
net393,40.55µm
_09226_,40.515µm
_05497_,40.425µm
u_LMS.x_r\[3\]\[4\],40.39µm
u_LMS.w\[3\]\[21\],40.225µm
_03198_,40.2µm
_03476_,40.15µm
_03382_,40.12µm
_08413_,40.1µm
net432,40.1µm
_06055_,39.995µm
u_LMS.w\[1\]\[19\],39.98µm
_02112_,39.975µm
u_LMS.w\[0\]\[21\],39.97µm
_08498_,39.91µm
_10855_,39.9µm
_01524_,39.85µm
_05289_,39.85µm
_08995_,39.85µm
_04270_,39.835µm
net498,39.78µm
_07853_,39.73µm
_10262_,39.73µm
_05084_,39.61µm
_03447_,39.6µm
_06452_,39.6µm
_04986_,39.57µm
_07873_,39.555µm
net848,39.55µm
net72,39.52µm
u_spi_slave.rx_shift\[5\],39.465µm
u_FIR.sum\[8\]\[9\],39.43µm
_06278_,39.395µm
u_LMS.w\[3\]\[19\],39.35µm
_03439_,39.275µm
_03449_,39.25µm
_03570_,39.25µm
_04924_,39.25µm
_08978_,39.235µm
u_LMS.w\[7\]\[18\],39.165µm
_03507_,39.13µm
_08999_,39.105µm
_10830_,38.96µm
u_FIR.sum\[7\]\[12\],38.935µm
_08986_,38.82µm
_03235_,38.73µm
_05087_,38.73µm
_10208_,38.66µm
_07256_,38.655µm
_03437_,38.65µm
_05788_,38.63µm
_05014_,38.61µm
net1655,38.59µm
_07935_,38.58µm
net663,38.48µm
net964,38.48µm
_10397_,38.44µm
_05394_,38.41µm
u_LMS.w\[4\]\[22\],38.395µm
_05794_,38.34µm
_10962_,38.28µm
_07696_,38.24µm
net330,38.22µm
net723,38.21µm
_03218_,38.18µm
_08981_,38.155µm
u_LMS.x_r\[2\]\[4\],38.155µm
_06310_,38.12µm
net256,38.1µm
u_LMS.w\[4\]\[23\],38.065µm
_02845_,37.98µm
_09066_,37.98µm
_03793_,37.87µm
_06010_,37.87µm
net31,37.86µm
u_debug_unit.mon_w4_sync\[4\],37.725µm
_08004_,37.65µm
_03164_,37.63µm
net480,37.615µm
u_LMS.w\[8\]\[18\],37.59µm
_09200_,37.575µm
_02412_,37.565µm
_03423_,37.51µm
_07385_,37.51µm
_01253_,37.5µm
_05527_,37.5µm
u_LMS.w\[8\]\[21\],37.455µm
_05929_,37.45µm
u_LMS.w\[0\]\[19\],37.445µm
_07054_,37.44µm
_03243_,37.285µm
_01639_,37.255µm
u_FIR.sum\[3\]\[15\],37.235µm
_03230_,37.11µm
net601,37.1µm
u_FIR.sum\[1\]\[12\],37.09µm
_08019_,37.05µm
spi_addr\[5\],37.045µm
net29,37.045µm
_05343_,37.04µm
_01997_,37.03µm
_06102_,36.98µm
_10746_,36.965µm
_08296_,36.96µm
u_FIR.sum\[3\]\[17\],36.92µm
_03034_,36.9µm
_06795_,36.86µm
_05543_,36.85µm
u_LMS.mu\[4\],36.84µm
_02386_,36.785µm
_09215_,36.78µm
_07781_,36.715µm
_09773_,36.69µm
_00772_,36.67µm
_06665_,36.66µm
_03487_,36.61µm
coeff_force_packed\[6\],36.58µm
_04963_,36.5µm
_03194_,36.48µm
_01338_,36.445µm
_06629_,36.42µm
_03360_,36.37µm
u_LMS.w\[6\]\[17\],36.37µm
_02272_,36.25µm
_04801_,36.25µm
net699,36.17µm
_05839_,36.16µm
_08636_,36.135µm
_06977_,36.12µm
net954,36.12µm
_01390_,36.045µm
_10803_,36.045µm
_07003_,36.04µm
u_LMS.w\[5\]\[18\],36.04µm
_05570_,36.02µm
_02708_,36.01µm
_09348_,35.94µm
_01818_,35.935µm
_07794_,35.89µm
_04144_,35.845µm
_03138_,35.79µm
u_LMS.w\[5\]\[19\],35.785µm
_06949_,35.775µm
_03239_,35.77µm
_11127_,35.76µm
u_LMS.w\[2\]\[21\],35.75µm
_03050_,35.71µm
net764,35.71µm
_03277_,35.695µm
_02553_,35.65µm
_04644_,35.59µm
_07934_,35.58µm
_03245_,35.575µm
_05567_,35.48µm
_04132_,35.385µm
_06464_,35.355µm
u_LMS.w\[8\]\[23\],35.345µm
_06272_,35.325µm
u_spi_slave.bit_cnt\[0\],35.305µm
u_LMS.w\[6\]\[21\],35.24µm
_08967_,35.215µm
_04368_,35.17µm
_10977_,35.17µm
u_LMS.w\[7\]\[19\],35.17µm
_03623_,35.16µm
_10140_,35.16µm
_10477_,35.155µm
net316,35.12µm
net46,35.04µm
_02111_,35.01µm
u_debug_unit.force_w1\[7\],35.005µm
u_LMS.w\[8\]\[9\],34.96µm
net2166,34.93µm
_05317_,34.92µm
u_LMS.count\[17\],34.905µm
_06636_,34.9µm
_01883_,34.86µm
u_spi_slave.rx_shift\[4\],34.855µm
net347,34.82µm
u_debug_unit.error_signal_sync\[6\],34.81µm
_07926_,34.78µm
_03393_,34.765µm
_02781_,34.75µm
_10675_,34.695µm
_04196_,34.69µm
_10653_,34.675µm
coeff_force_packed\[61\],34.65µm
u_FIR.sum\[5\]\[16\],34.62µm
_04130_,34.59µm
_11184_,34.47µm
_03165_,34.445µm
_11196_,34.44µm
net41,34.425µm
u_FIR.sum\[2\]\[16\],34.325µm
net623,34.27µm
_07510_,34.26µm
_03652_,34.195µm
u_LMS.w\[5\]\[22\],34.19µm
u_FIR.sum\[8\]\[17\],34.15µm
spi_addr\[2\],34.1µm
_08598_,34.085µm
_03047_,34.03µm
_03944_,34.03µm
_06575_,34.03µm
_07588_,33.975µm
_01629_,33.97µm
_04596_,33.96µm
_07087_,33.955µm
_02574_,33.915µm
_00877_,33.79µm
_08464_,33.765µm
_10264_,33.74µm
_01528_,33.705µm
_04556_,33.67µm
_10372_,33.64µm
_07293_,33.62µm
u_LMS.w\[0\]\[23\],33.62µm
u_LMS.w\[0\]\[16\],33.6µm
_04013_,33.56µm
u_debug_unit.mon_w5_sync\[0\],33.505µm
_07499_,33.5µm
_00037_,33.48µm
_06204_,33.42µm
u_LMS.w\[2\]\[11\],33.37µm
_04302_,33.31µm
_05890_,33.28µm
u_LMS.w\[5\]\[11\],33.265µm
u_spi_slave.rx_shift\[3\],33.26µm
_01333_,33.24µm
u_LMS.x_r\[3\]\[7\],33.235µm
_08795_,33.195µm
_03343_,33.19µm
_05565_,33.16µm
_09417_,33.13µm
_01535_,33.115µm
_02349_,33.07µm
_08778_,33.055µm
_09684_,33.01µm
_10360_,32.96µm
_03586_,32.925µm
_08361_,32.9µm
net18,32.875µm
_05432_,32.85µm
u_FIR.sum\[0\]\[8\],32.805µm
u_FIR.sum\[0\]\[9\],32.78µm
_04517_,32.77µm
_07957_,32.77µm
_05295_,32.76µm
u_FIR.sum\[5\]\[15\],32.72µm
_02249_,32.715µm
_09687_,32.66µm
_07017_,32.635µm
_06158_,32.535µm
_08377_,32.53µm
_08928_,32.53µm
_10786_,32.41µm
u_LMS.w\[1\]\[21\],32.355µm
_10020_,32.34µm
_03035_,32.31µm
u_spi_slave.tx_cnt\[1\],32.29µm
_09811_,32.285µm
_03528_,32.28µm
_10011_,32.28µm
u_LMS.w\[1\]\[17\],32.175µm
u_LMS.w\[6\]\[19\],32.08µm
_10399_,32.065µm
_06763_,32.06µm
_10203_,32.055µm
_04361_,32.05µm
_00898_,31.93µm
_09806_,31.93µm
_11174_,31.93µm
_07522_,31.89µm
_07704_,31.825µm
u_FIR.sum\[8\]\[16\],31.805µm
net2134,31.795µm
_04680_,31.77µm
_03757_,31.74µm
_08860_,31.71µm
_02174_,31.68µm
_09808_,31.68µm
_08315_,31.63µm
_03554_,31.62µm
_03302_,31.615µm
_04054_,31.615µm
u_FIR.sum\[7\]\[1\],31.61µm
_08633_,31.59µm
_10201_,31.58µm
_10196_,31.57µm
_05305_,31.535µm
u_FIR.sum\[6\]\[1\],31.48µm
_01453_,31.44µm
_10810_,31.44µm
net665,31.44µm
_11156_,31.375µm
_01775_,31.325µm
_10950_,31.315µm
_02389_,31.305µm
u_FIR.sum\[3\]\[14\],31.285µm
_07250_,31.28µm
u_FIR.sum\[4\]\[5\],31.27µm
_06658_,31.26µm
net713,31.255µm
net210,31.235µm
_01201_,31.21µm
u_FIR.sum\[0\]\[14\],31.21µm
_05336_,31.2µm
_05190_,31.09µm
