net,length_um
u_LMS.w\[3\]\[17\],127.22µm
net719,126.725µm
_03485_,126.72µm
net85,126.38µm
_03528_,126.37µm
net1033,126.17µm
coeff_force_packed\[25\],126.15µm
net961,126.08µm
net784,126.075µm
net1034,125.71µm
net352,125.43µm
_10829_,125.35µm
net556,125.005µm
net291,124.935µm
net753,124.86µm
net590,124.75µm
net820,124.445µm
net493,124.43µm
net432,124.24µm
u_FIR.w\[8\]\[6\],124.13µm
net959,124.09µm
net487,123.625µm
_03241_,123.495µm
net705,123.35µm
net316,123.33µm
net285,123.27µm
net818,123.24µm
net975,123.24µm
net462,123.155µm
net350,123.01µm
_03361_,122.67µm
_07773_,122.47µm
net507,122.34µm
_03341_,122.185µm
u_debug_unit.error_signal_sync\[3\],122.145µm
_07759_,121.99µm
net797,121.925µm
net924,121.915µm
net17,121.8µm
net734,121.68µm
spi_addr\[0\],121.64µm
net686,121.555µm
_03450_,121.44µm
net973,121.425µm
net974,121.285µm
u_LMS.x_r\[8\]\[3\],121.28µm
_07696_,121.245µm
net1020,121.235µm
net624,121.09µm
_03591_,121.065µm
u_LMS.x_r\[6\]\[5\],120.98µm
net689,120.935µm
_07779_,120.905µm
net434,120.865µm
net932,120.86µm
net1044,120.76µm
net949,120.72µm
net534,120.69µm
u_debug_unit.mon_w3_sync\[1\],120.62µm
net626,120.555µm
u_LMS.w\[4\]\[13\],120.485µm
net70,120.41µm
net1030,120.18µm
_02252_,119.915µm
u_FIR.w\[2\]\[0\],119.65µm
_07917_,119.59µm
net920,119.575µm
_09147_,119.455µm
_03479_,119.415µm
coeff_force_packed\[62\],119.13µm
net119,119.07µm
net539,119.03µm
_03260_,118.98µm
u_FIR.sum\[3\]\[0\],118.47µm
net424,118.275µm
net463,117.885µm
u_LMS.w\[8\]\[13\],117.685µm
net391,117.405µm
net692,117.36µm
net2260,117.2µm
net580,117.175µm
net717,117.115µm
net612,117.06µm
u_LMS.x_r\[3\]\[5\],116.96µm
net677,116.955µm
net284,116.945µm
net397,116.82µm
_05617_,116.65µm
_01710_,116.35µm
net110,116.05µm
net357,116.01µm
u_FIR.w\[4\]\[6\],115.955µm
_10172_,115.68µm
net963,115.555µm
net315,115.055µm
net79,114.97µm
net977,114.97µm
net762,114.91µm
clknet_leaf_10_clkA,114.87µm
net408,114.845µm
net527,114.665µm
net900,114.655µm
net511,114.62µm
_07763_,114.615µm
_04691_,114.605µm
net619,114.495µm
clknet_leaf_36_clkA,114.21µm
u_LMS.x_r\[2\]\[5\],114.05µm
net403,114.02µm
net661,113.81µm
u_LMS.x_r\[6\]\[6\],113.785µm
net62,113.73µm
net346,113.52µm
_10179_,113.25µm
net282,113.21µm
net553,113.175µm
u_debug_unit.error_signal_sync\[0\],113.145µm
u_LMS.w\[1\]\[13\],112.785µm
u_debug_unit.mon_w6_sync\[2\],112.76µm
_08406_,112.645µm
u_LMS.x_r\[0\]\[1\],112.435µm
_07840_,112.29µm
net399,112.265µm
net574,112.195µm
coeff_force_packed\[53\],112.04µm
_03414_,111.84µm
_09036_,111.79µm
net345,111.775µm
u_FIR.sum\[2\]\[14\],111.715µm
u_debug_unit.error_signal_sync\[5\],111.695µm
_07022_,111.615µm
_03475_,111.56µm
u_LMS.w\[4\]\[15\],111.285µm
_03272_,111.205µm
_03431_,111.02µm
net1025,110.965µm
net585,110.885µm
net995,110.44µm
_06539_,110.425µm
net458,110.23µm
coeff_force_packed\[19\],110.095µm
net592,110.055µm
net107,109.7µm
net5,109.63µm
net1007,109.625µm
net645,109.565µm
net611,109.515µm
net485,109.425µm
_07820_,109.4µm
_07486_,109.35µm
u_FIR.sum\[2\]\[10\],109.23µm
_10185_,109.16µm
net1006,108.915µm
net220,108.875µm
_04115_,108.73µm
net789,108.55µm
net151,108.4µm
net515,108.305µm
net559,108.12µm
u_debug_unit.mon_w2_sync\[5\],108.02µm
net670,107.93µm
net519,107.815µm
_07833_,107.785µm
_07713_,107.62µm
_03283_,107.545µm
_06436_,107.485µm
net498,107.395µm
net64,107.36µm
net913,107.295µm
u_LMS.x_r\[4\]\[5\],107.17µm
net81,107.165µm
u_debug_unit.mon_w2_sync\[3\],106.99µm
_03232_,106.88µm
net342,106.42µm
net513,106.405µm
net505,106.39µm
u_FIR.w\[5\]\[6\],106.265µm
_03000_,105.91µm
coeff_force_packed\[16\],105.885µm
net121,105.855µm
_09658_,105.845µm
net978,105.845µm
_03514_,105.48µm
_03373_,105.365µm
net226,105.2µm
u_FIR.sum\[2\]\[9\],105.14µm
u_FIR.w\[8\]\[5\],105.07µm
u_FIR.w\[4\]\[0\],104.96µm
net771,104.955µm
net581,104.795µm
net283,104.76µm
u_debug_unit.mon_w2_sync\[6\],104.48µm
_08411_,104.46µm
_03237_,104.42µm
net600,104.42µm
_10263_,104.23µm
net197,104.01µm
net2170,103.95µm
net567,103.935µm
u_FIR.sum\[2\]\[7\],103.895µm
net763,103.88µm
_03392_,103.75µm
net400,103.58µm
u_LMS.w\[0\]\[24\],103.575µm
u_debug_unit.error_signal_sync\[1\],103.52µm
net122,103.495µm
_03265_,103.42µm
u_debug_unit.mon_w5_sync\[4\],103.415µm
net679,103.4µm
_07930_,103.35µm
net353,103.33µm
net2272,102.99µm
net2288,102.94µm
_03266_,102.76µm
net490,102.45µm
_03455_,102.31µm
_10174_,101.71µm
u_FIR.sum\[2\]\[13\],101.655µm
net555,101.485µm
net994,101.47µm
net239,101.445µm
_03521_,101.41µm
net492,101.28µm
net530,101.275µm
_03370_,101.235µm
_10740_,100.87µm
net737,100.845µm
net726,100.835µm
net549,100.615µm
u_FIR.w\[5\]\[0\],100.33µm
coeff_force_packed\[49\],100.28µm
_03482_,100.21µm
net835,100.16µm
net67,99.9µm
net807,99.825µm
net396,99.55µm
net409,99.355µm
net684,99.32µm
net649,99.26µm
_04265_,99.12µm
net441,99.095µm
clknet_3_2__leaf_spi_sclk,99.08µm
u_LMS.w\[1\]\[12\],98.975µm
net535,98.895µm
net720,98.815µm
u_FIR.sum\[2\]\[11\],98.59µm
net452,98.545µm
_07905_,98.505µm
net610,98.47µm
net453,98.435µm
_07852_,98.395µm
_03503_,98.28µm
net2174,98.265µm
_01956_,97.99µm
u_debug_unit.mon_w2_sync\[0\],97.92µm
net779,97.65µm
net380,97.52µm
net68,97.475µm
u_FIR.w\[8\]\[0\],97.28µm
net918,97.28µm
u_LMS.w\[6\]\[16\],97.255µm
_09728_,97.22µm
net259,97.19µm
net563,97.1µm
u_FIR.sum\[8\]\[11\],96.975µm
net459,96.86µm
net412,96.855µm
net732,96.695µm
u_LMS.w\[4\]\[24\],96.445µm
net1032,96.405µm
_03247_,96.37µm
_03430_,96.205µm
net520,96.15µm
u_LMS.x_r\[6\]\[3\],95.83µm
net75,95.71µm
net502,95.46µm
net454,95.31µm
_07812_,94.885µm
net71,94.885µm
net544,94.765µm
net436,94.72µm
net966,94.675µm
u_FIR.w\[8\]\[4\],94.61µm
net356,94.605µm
_03572_,94.565µm
_08408_,94.4µm
net646,94.32µm
net292,94.31µm
clknet_3_1__leaf_spi_sclk,94.27µm
net546,94.13µm
u_LMS.x_r\[1\]\[4\],94.105µm
net69,94.095µm
net799,94.09µm
_03275_,94.035µm
_01119_,93.99µm
_06022_,93.825µm
_03716_,93.725µm
net690,93.595µm
_01621_,93.55µm
net439,93.3µm
u_LMS.w\[8\]\[17\],93.25µm
_07698_,93.14µm
coeff_force_packed\[0\],92.9µm
_07547_,92.83µm
net280,92.805µm
net1019,92.75µm
net951,92.71µm
net77,92.55µm
net745,92.5µm
_03530_,92.41µm
net707,92.37µm
coeff_force_packed\[55\],92.29µm
net573,92.14µm
net45,91.79µm
_03442_,91.75µm
u_LMS.w\[7\]\[12\],91.75µm
clknet_3_5__leaf_spi_sclk,91.545µm
u_FIR.sum\[3\]\[9\],91.46µm
_07692_,91.28µm
_03244_,91.26µm
net347,91.06µm
u_LMS.w\[0\]\[12\],90.985µm
net2214,90.67µm
u_LMS.w\[6\]\[24\],90.65µm
coeff_force_packed\[32\],90.57µm
u_LMS.w\[8\]\[24\],90.535µm
_03490_,90.525µm
u_LMS.w\[3\]\[13\],90.345µm
_03424_,90.31µm
net340,90.175µm
net561,90.11µm
net523,90.105µm
_09640_,90.02µm
net307,90.005µm
net510,89.94µm
u_LMS.w\[0\]\[20\],89.925µm
net547,89.925µm
u_LMS.w\[0\]\[22\],89.84µm
clknet_3_4__leaf_spi_sclk,89.795µm
net125,89.77µm
net997,89.675µm
u_LMS.x_r\[8\]\[4\],89.34µm
u_LMS.w\[4\]\[12\],89.29µm
net521,89.265µm
net954,89.245µm
_03259_,89.23µm
u_FIR.sum\[2\]\[12\],89.18µm
net406,89.165µm
_03284_,89.05µm
_04808_,89.05µm
u_LMS.w\[4\]\[16\],89.045µm
clknet_3_3__leaf_spi_sclk,89.035µm
_03486_,88.98µm
net501,88.975µm
_07761_,88.93µm
u_FIR.sum\[2\]\[8\],88.925µm
u_FIR.sum\[3\]\[1\],88.83µm
u_LMS.w\[1\]\[15\],88.79µm
net65,88.79µm
net402,88.78µm
_10568_,88.77µm
net491,88.615µm
_01524_,88.59µm
u_LMS.w\[3\]\[18\],88.525µm
_02707_,88.495µm
_03543_,88.38µm
u_FIR.w\[5\]\[4\],88.145µm
net699,88.1µm
net451,88.06µm
net120,88.025µm
_02111_,87.97µm
net275,87.88µm
_03447_,87.84µm
_01366_,87.615µm
_07902_,87.595µm
u_LMS.x_r\[8\]\[7\],87.505µm
net2258,87.39µm
u_LMS.w\[8\]\[12\],87.225µm
_06054_,87.15µm
_08993_,86.97µm
_07533_,86.89µm
net725,86.545µm
u_LMS.w\[8\]\[16\],86.505µm
net343,86.475µm
net374,86.37µm
net517,86.335µm
clknet_leaf_0_clkA,86.32µm
_09548_,86.18µm
_07694_,86.17µm
u_LMS.x_r\[8\]\[5\],86.05µm
_05794_,86µm
net625,86µm
net40,85.98µm
_07899_,85.9µm
net349,85.875µm
net2156,85.82µm
u_debug_unit.error_signal_sync\[2\],85.64µm
net42,85.57µm
u_FIR.sum\[3\]\[7\],85.535µm
net414,85.235µm
u_LMS.w\[3\]\[22\],85.22µm
net61,85.2µm
net536,85.125µm
u_FIR.sum\[3\]\[12\],85.095µm
coeff_force_packed\[56\],85.09µm
_08459_,85.075µm
net278,85.075µm
net73,85.055µm
net456,84.85µm
net1048,84.825µm
u_FIR.sum\[4\]\[1\],84.81µm
coeff_force_packed\[27\],84.6µm
net333,84.545µm
u_FIR.sum\[3\]\[18\],84.535µm
u_FIR.sum\[3\]\[8\],84.51µm
_10387_,84.455µm
net118,84.26µm
u_LMS.w\[2\]\[13\],84.25µm
net405,84.25µm
net442,84.245µm
net528,84.235µm
net74,83.95µm
_10962_,83.74µm
_00019_,83.69µm
net543,83.66µm
_07514_,83.65µm
_03524_,83.52µm
u_LMS.w\[0\]\[14\],83.46µm
net560,83.42µm
net311,83.415µm
net288,83.335µm
net55,83.32µm
coeff_force_packed\[13\],83.26µm
_07944_,83.24µm
coeff_force_packed\[7\],83.16µm
net2226,83.1µm
u_LMS.w\[8\]\[20\],83.09µm
u_FIR.sum\[3\]\[11\],82.955µm
net354,82.94µm
net979,82.915µm
u_FIR.sum\[3\]\[10\],82.91µm
u_FIR.sum\[7\]\[8\],82.815µm
_03365_,82.81µm
u_LMS.w\[4\]\[20\],82.81µm
u_LMS.w\[7\]\[20\],82.755µm
_11132_,82.7µm
net681,82.665µm
net455,82.655µm
coeff_force_packed\[23\],82.63µm
net609,82.6µm
u_LMS.x_r\[6\]\[1\],82.59µm
u_LMS.x_r\[0\]\[6\],82.56µm
_03243_,82.55µm
_07947_,82.505µm
net869,82.43µm
net410,82.4µm
u_LMS.w\[6\]\[14\],82.39µm
u_FIR.sum\[7\]\[7\],82.345µm
clknet_3_6__leaf_spi_sclk,82.26µm
_09799_,82.08µm
net63,82.055µm
net2325,81.995µm
u_LMS.w\[2\]\[17\],81.745µm
_07700_,81.73µm
u_LMS.w\[0\]\[17\],81.635µm
u_LMS.w\[3\]\[23\],81.48µm
net1707,81.32µm
_03269_,81.25µm
u_LMS.w\[3\]\[12\],81.215µm
net761,81.015µm
net341,80.835µm
u_LMS.w\[5\]\[14\],80.73µm
spi_wdata\[2\],80.71µm
net47,80.66µm
u_FIR.sum\[7\]\[11\],80.645µm
u_LMS.x_r\[6\]\[2\],80.55µm
net629,80.54µm
_01071_,80.52µm
_04517_,80.52µm
_09197_,80.35µm
net78,80.26µm
_05343_,80.145µm
_00037_,80µm
net755,79.965µm
net806,79.87µm
net224,79.705µm
net525,79.565µm
_08860_,79.555µm
u_LMS.w\[2\]\[14\],79.445µm
net334,79.355µm
net2218,79.34µm
net499,79.15µm
_06262_,79.135µm
u_LMS.x_r\[7\]\[4\],79.115µm
net339,78.89µm
net675,78.88µm
_07895_,78.85µm
coeff_force_packed\[6\],78.68µm
net605,78.64µm
net653,78.63µm
_09773_,78.615µm
_03561_,78.61µm
_03271_,78.6µm
net66,78.485µm
u_LMS.w\[3\]\[16\],78.44µm
net286,78.385µm
u_LMS.w\[4\]\[17\],78.335µm
_03558_,78.06µm
u_LMS.w\[2\]\[16\],77.985µm
u_LMS.w\[7\]\[13\],77.965µm
coeff_force_packed\[17\],77.625µm
_08497_,77.59µm
net735,77.54µm
u_FIR.sum\[3\]\[17\],77.41µm
_06533_,77.17µm
coeff_force_packed\[40\],76.945µm
u_LMS.x_r\[4\]\[0\],76.93µm
net281,76.815µm
u_LMS.x_r\[2\]\[6\],76.46µm
u_LMS.w\[2\]\[12\],76.44µm
u_FIR.sum\[7\]\[10\],76.4µm
net415,76.285µm
net401,76.275µm
_03449_,76.21µm
net562,76.105µm
_03425_,76.09µm
u_LMS.w\[8\]\[15\],76µm
_03382_,75.98µm
_10742_,75.835µm
net364,75.73µm
_03548_,75.71µm
_09551_,75.645µm
net623,75.46µm
net2286,75.44µm
net764,75.43µm
_01190_,75.345µm
net123,75.32µm
u_FIR.sum\[4\]\[16\],75.29µm
net336,75.29µm
_03246_,75.24µm
_07478_,75.19µm
coeff_force_packed\[54\],75.18µm
u_FIR.sum\[3\]\[16\],75.18µm
net962,75.175µm
u_debug_unit.mon_w6_sync\[0\],75.07µm
_02349_,75.035µm
net277,74.9µm
_07702_,74.66µm
_03518_,74.59µm
u_LMS.w\[3\]\[15\],74.59µm
net351,74.405µm
_07960_,74.22µm
net124,74.055µm
net537,74.055µm
net2121,73.93µm
net337,73.865µm
spi_addr\[5\],73.67µm
net2087,73.29µm
u_debug_unit.mon_w3_sync\[0\],73.23µm
_10859_,73.21µm
u_LMS.w\[7\]\[17\],73.165µm
_03347_,73.15µm
_07706_,73.115µm
u_LMS.w\[7\]\[22\],72.87µm
_03832_,72.845µm
net579,72.79µm
net23,72.785µm
net2283,72.75µm
_03440_,72.74µm
net344,72.505µm
u_FIR.sum\[7\]\[9\],72.475µm
u_FIR.sum\[6\]\[1\],72.45µm
_03437_,72.375µm
u_FIR.sum\[1\]\[15\],72.3µm
_02845_,72.295µm
net1024,72.195µm
net2263,72.19µm
_10855_,72.12µm
_10851_,72.08µm
_06055_,71.965µm
net290,71.625µm
u_LMS.w\[1\]\[17\],71.43µm
u_FIR.sum\[3\]\[15\],71.31µm
net287,71.14µm
u_FIR.sum\[3\]\[14\],71.125µm
u_debug_unit.mon_w2_sync\[1\],71.035µm
_07813_,71.03µm
_01962_,70.915µm
_07589_,70.905µm
_06977_,70.8µm
_03510_,70.68µm
net488,70.445µm
_10746_,70.365µm
u_LMS.x_r\[2\]\[3\],70.22µm
_11156_,70.16µm
u_LMS.w\[5\]\[18\],69.875µm
_04210_,69.615µm
net18,69.595µm
coeff_force_packed\[33\],69.49µm
net21,69.48µm
u_LMS.x_r\[7\]\[0\],69.435µm
net331,69.29µm
net676,69.27µm
_01527_,69.265µm
u_LMS.w\[1\]\[16\],69.16µm
_08231_,69.135µm
u_LMS.w\[8\]\[21\],69.13µm
_04860_,69.12µm
u_LMS.w\[1\]\[23\],69.105µm
u_LMS.w\[2\]\[22\],69.09µm
_06605_,69.065µm
u_LMS.w\[3\]\[14\],69.01µm
_06008_,68.9µm
_07733_,68.875µm
u_LMS.w\[7\]\[16\],68.6µm
u_LMS.w\[5\]\[20\],68.58µm
net16,68.46µm
net950,68.445µm
_04250_,68.42µm
_01755_,68.345µm
u_debug_unit.mon_w3_sync\[3\],67.945µm
u_FIR.sum\[3\]\[3\],67.94µm
net781,67.925µm
_03238_,67.87µm
u_LMS.w\[1\]\[21\],67.785µm
net669,67.665µm
net413,67.52µm
spi_addr\[4\],67.445µm
u_FIR.sum\[1\]\[14\],67.41µm
_01427_,67.39µm
net788,67.38µm
net276,67.35µm
net495,67.225µm
net796,67.215µm
u_LMS.w\[5\]\[21\],67.18µm
_04376_,67.09µm
net9,67.055µm
u_LMS.w\[2\]\[20\],66.885µm
_05084_,66.85µm
_04414_,66.775µm
u_FIR.sum\[0\]\[1\],66.68µm
net500,66.62µm
net395,66.61µm
_07928_,66.6µm
u_LMS.w\[3\]\[4\],66.52µm
_05467_,66.48µm
net228,66.435µm
_10976_,66.395µm
_10189_,66.37µm
_10586_,66.37µm
u_debug_unit.mon_w1_sync\[6\],66.36µm
net733,66.29µm
_05446_,66.25µm
net2453,66.13µm
_07942_,66.105µm
u_LMS.w\[0\]\[23\],66.1µm
u_LMS.w\[4\]\[21\],66.085µm
coeff_force_packed\[60\],66.07µm
net743,66.015µm
_08402_,65.945µm
u_LMS.w\[0\]\[15\],65.925µm
_04807_,65.89µm
_07017_,65.78µm
net2270,65.77µm
_03363_,65.73µm
_04515_,65.71µm
u_FIR.sum\[3\]\[2\],65.58µm
u_LMS.w\[7\]\[21\],65.57µm
u_LMS.w\[8\]\[14\],65.38µm
_05674_,65.245µm
net269,65.145µm
net2316,64.76µm
_05087_,64.755µm
_03204_,64.68µm
u_LMS.w\[1\]\[18\],64.65µm
_04186_,64.63µm
u_LMS.w\[0\]\[21\],64.55µm
_02010_,64.545µm
_10977_,64.51µm
u_LMS.w\[0\]\[16\],64.46µm
net404,64.43µm
_03281_,64.385µm
_04680_,64.38µm
_04516_,64.345µm
u_LMS.w\[5\]\[15\],64.23µm
net486,64.205µm
_03251_,64.2µm
_03141_,64.115µm
u_LMS.x_r\[2\]\[7\],64.035µm
_04148_,64.005µm
_05980_,63.975µm
net875,63.95µm
u_FIR.sum\[8\]\[10\],63.87µm
_01781_,63.79µm
_03554_,63.78µm
_09981_,63.66µm
net13,63.62µm
_06575_,63.585µm
u_LMS.w\[8\]\[23\],63.56µm
_03551_,63.48µm
_10137_,63.48µm
u_LMS.w\[7\]\[14\],63.48µm
_01981_,63.325µm
u_LMS.w\[3\]\[20\],63.305µm
u_LMS.w\[6\]\[17\],63.105µm
u_LMS.x_r\[6\]\[4\],63.095µm
_01661_,63.07µm
_01789_,63.07µm
u_LMS.x_r\[2\]\[4\],62.935µm
_01990_,62.78µm
_04676_,62.665µm
net483,62.645µm
net613,62.605µm
u_debug_unit.mon_w6_sync\[3\],62.6µm
u_LMS.w\[6\]\[15\],62.555µm
net508,62.545µm
u_LMS.w\[8\]\[18\],62.435µm
net2177,62.41µm
_10141_,62.375µm
_03245_,62.35µm
_03290_,62.29µm
u_LMS.w\[2\]\[19\],62.285µm
coeff_force_packed\[1\],62.23µm
u_p2s_output.o_valid,62.065µm
net1694,62µm
net1688,61.765µm
_09003_,61.71µm
u_FIR.sum\[0\]\[10\],61.675µm
_04054_,61.62µm
net582,61.62µm
_10065_,61.56µm
net921,61.475µm
_06492_,61.46µm
u_FIR.sum\[7\]\[17\],61.45µm
_03767_,61.44µm
_10060_,61.35µm
_03504_,61.32µm
_10400_,61.275µm
_03525_,61.27µm
_04170_,61.27µm
_10187_,61.15µm
_05996_,61.09µm
u_LMS.mu\[4\],61.09µm
spi_addr\[3\],61.01µm
_01073_,60.99µm
_06087_,60.955µm
net691,60.94µm
net355,60.935µm
_06519_,60.92µm
_08377_,60.905µm
_08395_,60.885µm
u_FIR.sum\[1\]\[8\],60.87µm
_03225_,60.845µm
_08394_,60.73µm
u_FIR.w\[8\]\[1\],60.66µm
net398,60.645µm
u_LMS.w\[8\]\[22\],60.64µm
_01958_,60.61µm
_03468_,60.55µm
u_LMS.w\[2\]\[23\],60.505µm
spi_wdata\[5\],60.475µm
_07522_,60.45µm
_03487_,60.25µm
_03570_,60.25µm
_07364_,59.835µm
_05014_,59.77µm
_05295_,59.76µm
_04196_,59.71µm
_09188_,59.7µm
u_FIR.sum\[8\]\[8\],59.665µm
net736,59.635µm
_09200_,59.54µm
u_LMS.w\[7\]\[15\],59.36µm
u_LMS.w\[6\]\[19\],59.32µm
_04924_,59.31µm
_01794_,59.2µm
u_debug_unit.mon_w2_sync\[4\],59.065µm
_03280_,58.93µm
u_debug_unit.error_signal_sync\[4\],58.86µm
_06278_,58.83µm
_06159_,58.695µm
net2327,58.68µm
net529,58.655µm
u_LMS.w\[5\]\[17\],58.64µm
_03137_,58.615µm
_04984_,58.55µm
u_FIR.sum\[0\]\[12\],58.535µm
coeff_force_packed\[28\],58.39µm
u_LMS.w\[5\]\[24\],58.385µm
_07793_,58.36µm
_04132_,58.315µm
u_LMS.w\[5\]\[12\],58.315µm
_08623_,58.26µm
_08659_,58.255µm
_05567_,58.15µm
_05044_,58.14µm
_03393_,58.11µm
_07385_,58.09µm
_00826_,58.08µm
_06571_,57.96µm
u_FIR.sum\[7\]\[12\],57.91µm
_06120_,57.895µm
_04236_,57.795µm
_10360_,57.785µm
_03406_,57.68µm
_10054_,57.61µm
_03263_,57.565µm
net2203,57.55µm
u_LMS.w\[7\]\[18\],57.535µm
u_LMS.w\[5\]\[19\],57.49µm
_01394_,57.25µm
_10270_,57.24µm
_03559_,57.18µm
_04963_,57.14µm
_03494_,57.12µm
_03574_,57.07µm
u_LMS.w\[7\]\[23\],57.02µm
_03377_,57.01µm
net2164,57.01µm
_01849_,57µm
_09480_,56.97µm
net496,56.915µm
net1031,56.895µm
u_LMS.w\[1\]\[22\],56.87µm
u_LMS.w\[6\]\[21\],56.805µm
net2091,56.77µm
_08462_,56.705µm
net1690,56.575µm
_05826_,56.38µm
_00839_,56.34µm
_08795_,56.28µm
_04644_,56.18µm
_06310_,56.07µm
u_LMS.w\[6\]\[18\],56.035µm
_04693_,55.915µm
_08413_,55.81µm
_03473_,55.8µm
u_LMS.w\[2\]\[21\],55.66µm
_06452_,55.615µm
_03541_,55.58µm
_03717_,55.58µm
_07415_,55.525µm
net634,55.475µm
_09451_,55.435µm
u_LMS.w\[1\]\[14\],55.405µm
net718,55.405µm
_03508_,55.27µm
_05673_,55.255µm
_06464_,55.09µm
_09066_,54.96µm
net667,54.94µm
_03427_,54.92µm
_03288_,54.86µm
_03623_,54.86µm
net770,54.745µm
_03476_,54.61µm
_10624_,54.61µm
_01791_,54.525µm
net790,54.385µm
u_LMS.w\[2\]\[15\],54.365µm
u_LMS.w\[4\]\[18\],54.345µm
coeff_force_packed\[34\],54.26µm
net2449,54.25µm
u_LMS.w\[3\]\[19\],54.22µm
coeff_force_packed\[22\],54.215µm
_05123_,54.21µm
_05297_,54.155µm
net919,54.15µm
_01203_,54.045µm
_06898_,54.01µm
u_LMS.x_r\[1\]\[3\],53.985µm
_06558_,53.9µm
_03202_,53.88µm
_03500_,53.88µm
net1692,53.83µm
_07425_,53.78µm
_05134_,53.77µm
net2347,53.76µm
_08495_,53.72µm
u_FIR.sum\[6\]\[2\],53.68µm
_05890_,53.67µm
_07003_,53.64µm
_05527_,53.55µm
u_FIR.sum\[1\]\[12\],53.53µm
_05407_,53.515µm
u_LMS.w\[0\]\[18\],53.485µm
u_LMS.x_r\[7\]\[1\],53.47µm
_06338_,53.34µm
u_LMS.w\[6\]\[20\],53.185µm
_00038_,53.11µm
_07945_,53.1µm
_08608_,53.08µm
u_LMS.w\[1\]\[20\],53.08µm
_03333_,53.05µm
_02666_,52.98µm
_04518_,52.975µm
_05606_,52.945µm
_01658_,52.94µm
_01957_,52.92µm
_06637_,52.915µm
_07904_,52.9µm
u_LMS.count\[17\],52.795µm
_04822_,52.74µm
_03862_,52.705µm
net2096,52.615µm
_08636_,52.59µm
_05487_,52.57µm
net1757,52.51µm
_09503_,52.47µm
net72,52.47µm
_04144_,52.46µm
_06884_,52.035µm
_03231_,51.94µm
_07714_,51.875µm
_07041_,51.87µm
_04052_,51.84µm
_09992_,51.81µm
u_FIR.sum\[8\]\[17\],51.74µm
_10828_,51.73µm
_09415_,51.705µm
_06480_,51.61µm
coeff_force_packed\[59\],51.56µm
_06152_,51.535µm
u_FIR.sum\[6\]\[0\],51.5µm
_10830_,51.49µm
_05929_,51.48µm
_07054_,51.48µm
u_LMS.w\[6\]\[13\],51.44µm
_08207_,51.26µm
_01706_,51.24µm
_03198_,51.13µm
net1943,51.13µm
_06139_,51.07µm
u_LMS.w\[5\]\[23\],51.05µm
_08632_,51.035µm
_04612_,51.01µm
_05504_,50.985µm
u_LMS.x_r\[7\]\[2\],50.985µm
_09497_,50.97µm
_05190_,50.935µm
u_LMS.count\[25\],50.89µm
_02385_,50.77µm
_10950_,50.705µm
_06107_,50.7µm
_05497_,50.695µm
u_FIR.sum\[8\]\[7\],50.625µm
u_LMS.count\[10\],50.625µm
_04893_,50.6µm
_06795_,50.55µm
_03828_,50.52µm
_03952_,50.52µm
_03019_,50.5µm
u_LMS.w\[4\]\[6\],50.485µm
_03386_,50.455µm
_10318_,50.405µm
_09853_,50.35µm
_04556_,50.3µm
_08000_,50.28µm
_03230_,50.265µm
_06091_,50.24µm
_10905_,50.23µm
u_FIR.sum\[0\]\[9\],50.205µm
_05570_,50.085µm
u_LMS.w\[6\]\[22\],50.055µm
_04368_,49.96µm
_04636_,49.86µm
_06624_,49.8µm
_10040_,49.74µm
_07352_,49.735µm
net76,49.7µm
_05264_,49.69µm
_08956_,49.69µm
net348,49.58µm
coeff_force_packed\[2\],49.51µm
_08215_,49.45µm
_08029_,49.315µm
_01558_,49.27µm
_08995_,49.27µm
_10092_,49.26µm
spi_wdata\[1\],49.26µm
net1674,49.26µm
u_LMS.w\[4\]\[23\],49.24µm
_07074_,49.22µm
u_debug_unit.mon_w6_sync\[4\],49.205µm
_09475_,49.185µm
_01164_,49.11µm
u_FIR.sum\[6\]\[16\],49.04µm
_03793_,49.03µm
_08032_,49.01µm
_03044_,48.98µm
u_debug_unit.force_w0\[7\],48.94µm
_06272_,48.895µm
_03969_,48.87µm
coeff_force_packed\[10\],48.85µm
_09062_,48.84µm
_01936_,48.805µm
u_LMS.w\[0\]\[7\],48.8µm
_00820_,48.76µm
_01047_,48.725µm
_05241_,48.72µm
_07087_,48.66µm
coeff_force_packed\[37\],48.62µm
_04159_,48.61µm
_04596_,48.61µm
_08553_,48.43µm
net1709,48.43µm
_05305_,48.36µm
_06592_,48.36µm
u_LMS.w\[3\]\[21\],48.36µm
_09468_,48.34µm
u_LMS.w\[8\]\[19\],48.28µm
_05968_,48.26µm
_02232_,48.235µm
u_debug_unit.mon_w2_sync\[2\],48.19µm
_02014_,48.145µm
u_LMS.w\[5\]\[22\],48.12µm
u_LMS.w\[3\]\[11\],48.075µm
u_debug_unit.mon_w3_sync\[6\],48µm
_08019_,47.94µm
_01175_,47.9µm
u_LMS.w\[0\]\[19\],47.85µm
net393,47.85µm
u_FIR.sum\[1\]\[9\],47.785µm
_03439_,47.76µm
_08004_,47.76µm
_02137_,47.745µm
