net,length_um
u_FIR.sum\[1\]\[15\],87.32µm
net739,87.18µm
_03252_,87.15µm
net428,87.105µm
u_LMS.x_r\[1\]\[0\],87.02µm
net122,86.86µm
net462,86.765µm
net1011,86.53µm
net515,86.385µm
net967,86.32µm
net1008,86.24µm
_03375_,86.205µm
u_debug_unit.mon_w3_sync\[4\],86.005µm
net768,86.005µm
_03563_,85.94µm
net1028,85.785µm
net138,85.655µm
net663,85.605µm
_04632_,85.57µm
net664,85.385µm
net686,85.36µm
net968,85.21µm
net728,85.175µm
net272,85.035µm
_03068_,84.8µm
net504,84.64µm
net568,84.6µm
net516,84.54µm
u_FIR.sum\[3\]\[9\],84.5µm
net104,84.49µm
net399,84.145µm
_07773_,84.1µm
net281,84.065µm
net218,83.96µm
coeff_force_packed\[0\],83.94µm
coeff_force_packed\[1\],83.9µm
net614,83.805µm
net731,83.54µm
_03486_,83.52µm
_07783_,83.435µm
net570,83.11µm
_03232_,83.07µm
u_LMS.x_r\[3\]\[2\],83.065µm
u_FIR.w\[5\]\[2\],82.935µm
net517,82.915µm
net991,82.79µm
net577,82.74µm
net348,82.72µm
net987,82.62µm
_10854_,82.51µm
_00037_,82.26µm
_07753_,82.18µm
u_debug_unit.error_signal_sync\[4\],81.74µm
coeff_force_packed\[29\],81.735µm
net644,81.73µm
_07785_,81.715µm
_10855_,81.68µm
net397,81.67µm
net759,81.66µm
_03065_,81.405µm
net746,81.36µm
net1022,81.285µm
_03568_,81.28µm
u_LMS.x_r\[2\]\[3\],81.26µm
net522,81.255µm
_07852_,81.21µm
u_LMS.x_r\[0\]\[1\],81.185µm
net1049,81.15µm
u_LMS.w\[0\]\[17\],81.14µm
_10753_,81.135µm
net339,81.135µm
net506,80.935µm
net25,80.92µm
net439,80.895µm
net288,80.72µm
net993,80.465µm
net333,80.38µm
net406,80.345µm
net312,80.235µm
net320,80.165µm
u_debug_unit.error_signal_sync\[3\],80.11µm
u_LMS.x_r\[4\]\[0\],80µm
net724,79.95µm
_03521_,79.81µm
_09147_,79.74µm
net1021,79.565µm
net926,79.555µm
net1031,79.47µm
u_FIR.w\[8\]\[3\],79.46µm
u_FIR.w\[1\]\[0\],79.45µm
_07930_,79.345µm
net271,79.305µm
net532,79.255µm
net460,79.105µm
net359,79.09µm
_03070_,78.895µm
net1050,78.825µm
clknet_leaf_69_clkA,78.71µm
net619,78.585µm
net264,78.555µm
_07793_,78.505µm
coeff_force_packed\[6\],78.45µm
net432,78.445µm
net690,78.34µm
net149,78.17µm
net474,78.105µm
_03361_,78.09µm
u_FIR.w\[6\]\[0\],78.07µm
coeff_force_packed\[40\],78.02µm
net710,77.9µm
_08413_,77.83µm
_03554_,77.725µm
net630,77.55µm
net957,77.5µm
net675,77.33µm
net1010,77.3µm
_09658_,77.285µm
net466,77.22µm
net706,76.955µm
net285,76.775µm
u_LMS.x_r\[5\]\[7\],76.74µm
net766,76.61µm
_03503_,76.56µm
_03367_,76.525µm
u_debug_unit.mon_w3_sync\[0\],76.44µm
net356,76.37µm
_08411_,76.22µm
net599,76.2µm
u_LMS.x_r\[2\]\[2\],76.16µm
net668,76.16µm
u_FIR.w\[5\]\[1\],76.08µm
net132,76.08µm
net343,76.075µm
net543,76.055µm
_03063_,75.975µm
net737,75.92µm
net905,75.92µm
_07832_,75.875µm
net402,75.865µm
u_FIR.sum\[3\]\[8\],75.735µm
coeff_force_packed\[62\],75.62µm
u_FIR.w\[4\]\[1\],75.61µm
coeff_force_packed\[56\],75.37µm
net284,75.31µm
net520,75.29µm
net985,75.235µm
u_debug_unit.mon_w6_sync\[4\],75.13µm
net603,75.09µm
net528,75.055µm
u_FIR.w\[5\]\[3\],75µm
_07757_,74.865µm
net413,74.79µm
net495,74.71µm
net494,74.7µm
_03275_,74.655µm
coeff_force_packed\[39\],74.41µm
u_LMS.x_r\[5\]\[6\],74.395µm
u_LMS.w\[3\]\[13\],74.35µm
u_LMS.x_r\[8\]\[1\],74.325µm
u_FIR.sum\[4\]\[0\],74.295µm
net1027,74.175µm
_03373_,74.155µm
net251,74.145µm
_03222_,74.125µm
net623,74.005µm
net765,73.96µm
u_FIR.sum\[3\]\[10\],73.94µm
net531,73.94µm
net407,73.905µm
u_FIR.sum\[3\]\[2\],73.8µm
net342,73.68µm
net662,73.635µm
_06436_,73.51µm
_09093_,73.34µm
_03444_,73.33µm
net735,73.25µm
_08406_,73.005µm
u_debug_unit.mon_w3_sync\[1\],72.97µm
net314,72.86µm
u_FIR.sum\[4\]\[14\],72.79µm
net649,72.57µm
net1025,72.57µm
_07947_,72.56µm
net1,72.43µm
_00019_,72.42µm
net417,72.37µm
net393,72.31µm
net1046,72.255µm
_03528_,72.21µm
_07895_,72.025µm
clknet_leaf_11_clkA,71.9µm
u_debug_unit.error_signal_sync\[5\],71.85µm
_07822_,71.77µm
net347,71.75µm
_03266_,71.69µm
net152,71.63µm
u_LMS.w\[7\]\[15\],71.6µm
_10172_,71.585µm
net810,71.265µm
net627,71.22µm
_07918_,71.16µm
net969,70.885µm
u_LMS.x_r\[8\]\[2\],70.87µm
_03341_,70.78µm
net1030,70.755µm
u_FIR.w\[4\]\[4\],70.75µm
_03251_,70.595µm
net523,70.585µm
net689,70.525µm
net793,70.525µm
net238,70.505µm
coeff_force_packed\[54\],70.42µm
net349,70.335µm
net34,70.32µm
net400,70.27µm
net616,70.2µm
coeff_force_packed\[58\],70.115µm
_07872_,70.085µm
_09679_,70.045µm
u_LMS.w\[3\]\[15\],70.015µm
_03062_,69.975µm
u_FIR.sum\[7\]\[8\],69.975µm
_03489_,69.96µm
_03392_,69.945µm
_07696_,69.75µm
u_FIR.sum\[7\]\[7\],69.695µm
net727,69.67µm
net997,69.665µm
spi_wdata\[1\],69.61µm
net12,69.545µm
_03277_,69.51µm
net341,69.485µm
net409,69.32µm
net877,69.25µm
net962,69.225µm
net643,69.21µm
u_debug_unit.error_signal_sync\[1\],69.12µm
net850,69.1µm
_03425_,69.01µm
u_debug_unit.mon_w5_sync\[4\],69.01µm
net547,68.97µm
net1036,68.97µm
net443,68.91µm
net666,68.825µm
u_LMS.w\[7\]\[17\],68.73µm
net291,68.65µm
u_LMS.w\[0\]\[16\],68.595µm
u_LMS.w\[1\]\[12\],68.57µm
u_FIR.sum\[2\]\[9\],68.275µm
_10177_,68.265µm
net81,68.22µm
net158,68.085µm
net16,68.05µm
net918,67.95µm
_03430_,67.81µm
net584,67.52µm
net411,67.455µm
u_FIR.sum\[7\]\[9\],67.23µm
net935,67.15µm
_03047_,67.12µm
net651,67.1µm
_03428_,67.08µm
_03441_,67.04µm
_03716_,66.955µm
net77,66.835µm
_03543_,66.81µm
net587,66.78µm
_07692_,66.735µm
net405,66.71µm
u_FIR.sum\[3\]\[11\],66.665µm
net18,66.66µm
_06022_,66.51µm
_08408_,66.47µm
u_LMS.x_r\[6\]\[3\],66.37µm
net62,66.355µm
net783,66.355µm
net72,66.235µm
spi_wdata\[0\],66.19µm
_03365_,66.175µm
u_LMS.w\[8\]\[12\],66.065µm
net360,65.99µm
u_LMS.w\[1\]\[15\],65.835µm
u_FIR.sum\[2\]\[5\],65.83µm
u_FIR.sum\[2\]\[4\],65.67µm
_09728_,65.64µm
net125,65.64µm
_03991_,65.57µm
_03940_,65.52µm
_02848_,65.465µm
_10751_,65.42µm
u_LMS.w\[3\]\[12\],65.42µm
u_debug_unit.mon_w1_sync\[6\],65.42µm
u_LMS.w\[7\]\[14\],65.305µm
net79,65.125µm
net511,65.085µm
_07905_,65.05µm
net665,65.04µm
net1032,64.99µm
net561,64.955µm
net408,64.945µm
net864,64.935µm
net325,64.88µm
net418,64.76µm
net491,64.745µm
net527,64.545µm
u_LMS.w\[7\]\[16\],64.39µm
_04130_,64.32µm
net282,64.225µm
_08354_,64.215µm
net468,64.2µm
net498,64.195µm
net469,64.18µm
_03508_,64.17µm
net454,64.11µm
u_FIR.sum\[6\]\[7\],64.025µm
_04593_,64.02µm
net631,63.91µm
net659,63.88µm
_03270_,63.85µm
net322,63.7µm
net559,63.51µm
_03253_,63.405µm
spi_wdata\[3\],63.395µm
net358,63.395µm
net695,63.385µm
u_LMS.w\[1\]\[24\],63.38µm
u_LMS.x_r\[8\]\[3\],63.115µm
net720,62.89µm
net344,62.805µm
net71,62.775µm
net404,62.74µm
_08984_,62.735µm
net69,62.63µm
net791,62.63µm
_10137_,62.575µm
net64,62.475µm
u_FIR.w\[4\]\[0\],62.47µm
_03437_,62.445µm
u_LMS.w\[0\]\[14\],62.42µm
u_FIR.sum\[2\]\[10\],62.355µm
net500,62.33µm
u_FIR.sum\[1\]\[6\],62.29µm
net276,62.255µm
u_FIR.sum\[1\]\[14\],62.24µm
_07706_,62.16µm
_03357_,62.145µm
_03525_,62.11µm
_04115_,62.11µm
_10037_,62.07µm
u_FIR.sum\[6\]\[8\],62.06µm
net553,62.01µm
net9,62.005µm
u_FIR.sum\[7\]\[10\],61.745µm
net37,61.69µm
net65,61.645µm
u_FIR.sum\[6\]\[9\],61.58µm
u_FIR.sum\[6\]\[10\],61.545µm
_05134_,61.245µm
_06054_,61.075µm
net635,61.045µm
_07812_,60.94µm
net503,60.92µm
u_LMS.x_r\[1\]\[1\],60.85µm
net292,60.83µm
net551,60.805µm
net453,60.775µm
u_LMS.w\[0\]\[21\],60.65µm
net465,60.6µm
_03457_,60.37µm
clknet_3_4__leaf_spi_sclk,60.35µm
net499,60.315µm
_07899_,60.275µm
_07698_,60.26µm
net722,60.21µm
_02207_,60.18µm
_04540_,60.03µm
net628,59.94µm
net68,59.855µm
u_FIR.sum\[2\]\[15\],59.85µm
u_FIR.w\[8\]\[5\],59.79µm
u_LMS.w\[3\]\[22\],59.725µm
u_LMS.w\[2\]\[23\],59.675µm
_07763_,59.49µm
net526,59.26µm
net84,59.185µm
_03482_,59.1µm
net586,59.075µm
net755,59.075µm
_09640_,58.99µm
_02376_,58.86µm
u_FIR.sum\[3\]\[7\],58.785µm
net458,58.72µm
_07704_,58.69µm
net450,58.645µm
_03475_,58.64µm
net290,58.54µm
net230,58.45µm
net337,58.45µm
_05087_,58.44µm
u_LMS.w\[8\]\[22\],58.36µm
_10229_,58.32µm
_10267_,58.285µm
_10183_,58.22µm
u_FIR.sum\[8\]\[10\],58.21µm
u_FIR.sum\[1\]\[13\],58.02µm
net448,58.01µm
net123,57.915µm
_03267_,57.91µm
_03455_,57.79µm
_07713_,57.71µm
u_FIR.sum\[5\]\[0\],57.69µm
clknet_3_5__leaf_spi_sclk,57.645µm
coeff_force_packed\[3\],57.57µm
u_LMS.w\[6\]\[16\],57.57µm
net449,57.57µm
net803,57.52µm
_03271_,57.51µm
net502,57.5µm
net4,57.475µm
_07486_,57.445µm
clknet_3_6__leaf_spi_sclk,57.44µm
net310,57.435µm
coeff_force_packed\[53\],57.43µm
net194,57.43µm
net334,57.405µm
u_LMS.w\[3\]\[18\],57.285µm
_10740_,57.08µm
net924,57.045µm
_03246_,56.99µm
u_LMS.w\[8\]\[14\],56.815µm
_08550_,56.72µm
net357,56.69µm
u_FIR.sum\[3\]\[12\],56.67µm
clknet_3_2__leaf_spi_sclk,56.38µm
net31,56.3µm
net283,56.2µm
_10174_,56.19µm
net275,56.145µm
clknet_3_3__leaf_spi_sclk,56.125µm
_10746_,56.095µm
net119,56.09µm
net986,55.99µm
u_FIR.sum\[3\]\[5\],55.875µm
u_LMS.w\[6\]\[17\],55.855µm
u_FIR.sum\[6\]\[0\],55.83µm
_03000_,55.815µm
_03490_,55.81µm
u_LMS.w\[5\]\[15\],55.745µm
net124,55.74µm
net563,55.58µm
_07944_,55.57µm
_03572_,55.54µm
_11156_,55.495µm
u_FIR.sum\[7\]\[11\],55.455µm
_07126_,55.45µm
_10263_,55.425µm
_09855_,55.385µm
u_debug_unit.mon_w3_sync\[6\],55.35µm
u_FIR.sum\[0\]\[8\],55.315µm
net379,55.24µm
net335,55.21µm
clknet_3_7__leaf_spi_sclk,55.1µm
clknet_3_1__leaf_spi_sclk,55.055µm
u_LMS.w\[2\]\[22\],55.02µm
_02252_,55.015µm
net353,55.005µm
u_LMS.w\[4\]\[24\],54.975µm
net280,54.9µm
net782,54.74µm
_03462_,54.6µm
_07902_,54.575µm
_03436_,54.38µm
_10262_,54.37µm
net800,54.285µm
net944,54.28µm
spi_addr\[0\],54.09µm
u_FIR.sum\[3\]\[3\],54.045µm
_03514_,53.97µm
net585,53.97µm
_10223_,53.905µm
_03221_,53.89µm
net277,53.88µm
spi_wdata\[2\],53.665µm
_05187_,53.66µm
u_LMS.x_r\[6\]\[2\],53.65µm
u_LMS.w\[8\]\[17\],53.615µm
coeff_force_packed\[59\],53.61µm
_03363_,53.48µm
u_LMS.w\[2\]\[15\],53.48µm
u_LMS.w\[8\]\[13\],53.47µm
_03439_,53.43µm
u_LMS.w\[0\]\[15\],53.3µm
_03551_,53.29µm
net549,53.29µm
net567,53.29µm
net351,53.155µm
spi_addr\[3\],53.145µm
net562,53.065µm
_10905_,53.01µm
spi_miso,52.93µm
_04553_,52.86µm
_07589_,52.845µm
_07022_,52.81µm
u_LMS.x_r\[2\]\[1\],52.75µm
u_LMS.w\[0\]\[13\],52.62µm
_07733_,52.61µm
net279,52.575µm
coeff_force_packed\[28\],52.53µm
u_FIR.sum\[5\]\[15\],52.45µm
u_FIR.w\[8\]\[4\],52.39µm
u_LMS.w\[4\]\[13\],52.32µm
u_FIR.sum\[5\]\[16\],52.305µm
_08989_,52.26µm
_10189_,52.225µm
net538,52.145µm
_09972_,52.08µm
net994,52.03µm
net861,51.98µm
u_LMS.w\[2\]\[13\],51.96µm
u_LMS.w\[8\]\[15\],51.805µm
u_LMS.w\[2\]\[20\],51.77µm
net308,51.745µm
net446,51.625µm
_08991_,51.61µm
_06539_,51.57µm
net29,51.57µm
net259,51.56µm
u_FIR.sum\[0\]\[10\],51.55µm
u_spi_slave.rx_shift\[4\],51.55µm
u_LMS.w\[1\]\[17\],51.53µm
_07439_,51.525µm
net451,51.495µm
u_FIR.sum\[1\]\[7\],51.46µm
u_LMS.w\[1\]\[14\],51.44µm
net318,51.4µm
u_LMS.w\[5\]\[14\],51.355µm
u_LMS.w\[7\]\[20\],51.325µm
u_LMS.w\[6\]\[22\],51.22µm
u_debug_unit.mon_w6_sync\[3\],51.19µm
u_FIR.sum\[4\]\[17\],51.14µm
u_LMS.w\[3\]\[16\],51.09µm
_10559_,51.085µm
net414,51.02µm
_04217_,51.01µm
u_LMS.w\[0\]\[22\],50.885µm
u_FIR.sum\[0\]\[9\],50.74µm
u_LMS.count\[10\],50.72µm
_10265_,50.685µm
_09799_,50.67µm
net819,50.66µm
_10755_,50.65µm
_06119_,50.41µm
u_LMS.w\[5\]\[12\],50.36µm
_03659_,50.34µm
u_LMS.w\[5\]\[21\],50.18µm
u_LMS.w\[6\]\[24\],50.165µm
net352,50.165µm
u_LMS.x_r\[8\]\[4\],50.095µm
net63,50.02µm
u_spi_slave.rx_shift\[5\],50.005µm
u_LMS.w\[1\]\[20\],49.98µm
net459,49.915µm
_01621_,49.86µm
u_LMS.count\[5\],49.815µm
_06144_,49.76µm
u_spi_slave.rx_shift\[0\],49.715µm
_05343_,49.71µm
u_FIR.sum\[4\]\[18\],49.705µm
_03431_,49.64µm
_03717_,49.64µm
net403,49.62µm
_03030_,49.555µm
_03498_,49.5µm
net40,49.335µm
net555,49.33µm
net1001,49.285µm
net76,49.21µm
u_LMS.w\[1\]\[16\],49.185µm
u_LMS.w\[3\]\[21\],49.14µm
u_LMS.w\[3\]\[23\],49.11µm
_03237_,48.985µm
net205,48.915µm
_10749_,48.91µm
spi_addr\[6\],48.885µm
u_FIR.sum\[3\]\[14\],48.755µm
net74,48.68µm
_06278_,48.63µm
u_FIR.w\[5\]\[0\],48.61µm
_10181_,48.51µm
net61,48.455µm
u_LMS.w\[8\]\[21\],48.41µm
_06151_,48.37µm
_01524_,48.27µm
u_LMS.x_r\[7\]\[5\],48.25µm
_09810_,48.045µm
_03496_,48.01µm
u_LMS.w\[1\]\[21\],47.98µm
net307,47.855µm
u_spi_slave.rx_shift\[3\],47.805µm
u_LMS.w\[5\]\[20\],47.775µm
u_LMS.w\[7\]\[22\],47.72µm
u_LMS.w\[6\]\[15\],47.715µm
u_FIR.sum\[6\]\[11\],47.63µm
net613,47.61µm
_10798_,47.54µm
_08912_,47.4µm
u_LMS.w\[2\]\[18\],47.395µm
_01047_,47.32µm
u_FIR.sum\[3\]\[15\],47.255µm
_03225_,47.24µm
net287,47.195µm
u_FIR.sum\[4\]\[15\],47.185µm
u_LMS.w\[2\]\[12\],47.17µm
u_LMS.w\[5\]\[13\],47.095µm
u_LMS.w\[4\]\[15\],47.09µm
u_LMS.w\[7\]\[13\],47µm
u_LMS.w\[2\]\[21\],46.97µm
net744,46.965µm
u_LMS.x_r\[2\]\[7\],46.83µm
_06636_,46.745µm
net811,46.725µm
net758,46.71µm
u_LMS.w\[6\]\[13\],46.7µm
_10179_,46.605µm
u_LMS.x_r\[8\]\[6\],46.57µm
_08986_,46.545µm
_03450_,46.54µm
net767,46.51µm
net361,46.41µm
net533,46.41µm
_04131_,46.4µm
u_LMS.w\[3\]\[17\],46.36µm
_05189_,46.22µm
_02845_,46.21µm
net774,46.175µm
_09852_,46.09µm
_03767_,46.065µm
_04643_,45.975µm
net420,45.835µm
_03442_,45.78µm
_10609_,45.775µm
_07694_,45.765µm
_07794_,45.735µm
_10742_,45.68µm
u_FIR.w\[3\]\[0\],45.66µm
u_LMS.w\[0\]\[20\],45.6µm
u_FIR.sum\[5\]\[2\],45.505µm
_10360_,45.495µm
net415,45.495µm
net764,45.38µm
u_FIR.sum\[8\]\[9\],45.355µm
_05794_,45.24µm
u_LMS.w\[8\]\[20\],45.175µm
_06795_,45.055µm
net1009,45.04µm
_03014_,45.005µm
_03463_,44.96µm
_06533_,44.875µm
_01164_,44.745µm
u_LMS.w\[8\]\[16\],44.705µm
u_LMS.w\[6\]\[18\],44.615µm
_09548_,44.61µm
net638,44.595µm
_01366_,44.56µm
_02897_,44.54µm
net120,44.54µm
net773,44.515µm
net1012,44.48µm
_04860_,44.47µm
spi_ss_n,44.47µm
net581,44.47µm
_07385_,44.45µm
u_FIR.sum\[0\]\[12\],44.445µm
net78,44.445µm
coeff_force_packed\[52\],44.44µm
net548,44.31µm
_09067_,44.29µm
net75,44.235µm
u_LMS.w\[1\]\[23\],44.115µm
u_LMS.w\[5\]\[18\],44.085µm
net45,44.05µm
_00833_,44.04µm
_06257_,44µm
net346,43.98µm
_04516_,43.94µm
u_debug_unit.mon_w3_sync\[5\],43.93µm
u_LMS.w\[5\]\[24\],43.925µm
u_LMS.w\[6\]\[14\],43.87µm
u_LMS.w\[4\]\[17\],43.84µm
_06898_,43.69µm
net487,43.685µm
_07514_,43.635µm
u_debug_unit.mon_w6_sync\[0\],43.63µm
net289,43.58µm
_03019_,43.495µm
u_FIR.sum\[4\]\[3\],43.355µm
net674,43.34µm
net518,43.21µm
_02349_,43.15µm
_03386_,43.15µm
_10038_,43.1µm
net47,43.065µm
_04634_,42.96µm
u_LMS.w\[7\]\[21\],42.955µm
net13,42.955µm
_10187_,42.95µm
u_LMS.w\[3\]\[14\],42.885µm
_03547_,42.765µm
_10977_,42.765µm
net336,42.74µm
_00939_,42.73µm
_08767_,42.72µm
_07425_,42.6µm
_04116_,42.535µm
net214,42.52µm
_01338_,42.505µm
_05570_,42.49µm
u_LMS.w\[8\]\[18\],42.44µm
net776,42.415µm
u_FIR.sum\[1\]\[12\],42.41µm
_01527_,42.36µm
_10614_,42.295µm
_03422_,42.255µm
_03561_,42.24µm
u_LMS.w\[7\]\[19\],42.165µm
_02827_,42.14µm
u_LMS.w\[0\]\[24\],42.08µm
net501,42.07µm
u_LMS.w\[0\]\[12\],42.06µm
_10264_,41.89µm
_03586_,41.88µm
_03282_,41.82µm
u_LMS.w\[4\]\[18\],41.805µm
net223,41.76µm
_10085_,41.705µm
_03559_,41.7µm
u_LMS.w\[6\]\[21\],41.7µm
_04508_,41.635µm
_06919_,41.6µm
_10607_,41.575µm
u_FIR.sum\[5\]\[1\],41.545µm
_02539_,41.46µm
_03530_,41.455µm
_07960_,41.41µm
u_LMS.w\[4\]\[16\],41.41µm
_09963_,41.4µm
u_FIR.sum\[3\]\[4\],41.305µm
_06055_,41.3µm
u_spi_slave.bit_cnt\[3\],41.3µm
u_FIR.sum\[2\]\[3\],41.195µm
_01914_,41.125µm
u_LMS.w\[3\]\[19\],41.125µm
_07833_,41.115µm
_09551_,41.04µm
_08394_,41.02µm
u_FIR.w\[4\]\[6\],41µm
_07813_,40.91µm
_07988_,40.89µm
net784,40.89µm
_07708_,40.86µm
_09200_,40.86µm
u_LMS.w\[3\]\[20\],40.755µm
u_LMS.count\[17\],40.715µm
clknet_leaf_70_clkA,40.715µm
u_LMS.w\[4\]\[12\],40.62µm
u_FIR.sum\[6\]\[12\],40.585µm
_06152_,40.56µm
net67,40.54µm
_08402_,40.5µm
u_LMS.w\[8\]\[23\],40.5µm
_06310_,40.255µm
u_LMS.w\[2\]\[16\],40.24µm
_10011_,40.21µm
u_FIR.sum\[0\]\[11\],40.2µm
net756,40.195µm
_04364_,40.085µm
_03229_,39.97µm
_07256_,39.955µm
_04691_,39.93µm
net66,39.925µm
_08832_,39.91µm
_07463_,39.9µm
coeff_force_packed\[34\],39.87µm
_00012_,39.825µm
_06949_,39.8µm
_10962_,39.765µm
_10135_,39.74µm
_06181_,39.72µm
_06631_,39.66µm
_07959_,39.6µm
_08608_,39.585µm
_06112_,39.56µm
u_LMS.w\[7\]\[18\],39.55µm
u_LMS.w\[2\]\[14\],39.48µm
_07921_,39.37µm
_06492_,39.355µm
_03558_,39.3µm
_03832_,39.25µm
_06658_,39.12µm
_04113_,39.105µm
_02103_,39.055µm
_06979_,39µm
_10976_,39µm
_08027_,38.91µm
_03569_,38.895µm
_07926_,38.885µm
_06597_,38.875µm
u_LMS.w\[4\]\[21\],38.8µm
_10191_,38.77µm
_08218_,38.695µm
coeff_force_packed\[61\],38.665µm
_08981_,38.605µm
_05497_,38.58µm
coeff_force_packed\[60\],38.47µm
_04064_,38.43µm
u_FIR.sum\[4\]\[1\],38.41µm
u_LMS.w\[1\]\[22\],38.41µm
u_debug_unit.force_w0\[7\],38.39µm
_05674_,38.38µm
u_spi_slave.rx_shift\[2\],38.35µm
_03623_,38.28µm
u_LMS.x_r\[8\]\[0\],38.23µm
_04492_,38.215µm
u_FIR.sum\[3\]\[13\],38.185µm
_09969_,38.1µm
_04414_,38.05µm
_03548_,37.98µm
_07853_,37.955µm
u_FIR.sum\[6\]\[17\],37.94µm
_03504_,37.93µm
_03570_,37.93µm
u_debug_unit.mon_w3_sync\[2\],37.92µm
_06248_,37.86µm
_04568_,37.77µm
_02012_,37.74µm
u_FIR.sum\[8\]\[7\],37.74µm
_03487_,37.645µm
net210,37.62µm
_03164_,37.58µm
_01849_,37.57µm
u_FIR.sum\[8\]\[17\],37.565µm
_03384_,37.47µm
u_LMS.count\[14\],37.47µm
u_LMS.w\[4\]\[22\],37.46µm
u_LMS.count\[24\],37.42µm
_10015_,37.305µm
_09391_,37.27µm
u_LMS.w\[6\]\[20\],37.22µm
_03952_,37.215µm
_09853_,37.155µm
u_spi_slave.bit_cnt\[0\],37.12µm
_03245_,37.035µm
_03333_,37.03µm
_07516_,36.9µm
_03454_,36.84µm
_06763_,36.765µm
_05890_,36.73µm
_05305_,36.685µm
_01953_,36.68µm
_04616_,36.645µm
u_FIR.sum\[5\]\[3\],36.625µm
_08993_,36.62µm
_01200_,36.61µm
_01073_,36.6µm
_06519_,36.54µm
_07522_,36.51µm
_08377_,36.49µm
coeff_force_packed\[31\],36.485µm
_05429_,36.44µm
net410,36.435µm
coeff_force_packed\[55\],36.34µm
_02232_,36.25µm
_03517_,36.25µm
_09036_,36.25µm
_01766_,36.185µm
_01841_,36.175µm
_04893_,36.165µm
_08473_,36.135µm
_04555_,36.07µm
_03243_,36.055µm
_03360_,36.055µm
_09927_,36.015µm
u_FIR.sum\[1\]\[4\],35.99µm
_10736_,35.965µm
_08293_,35.95µm
u_LMS.x_r\[6\]\[0\],35.94µm
u_LMS.w\[4\]\[14\],35.915µm
_03501_,35.895µm
_06374_,35.875µm
_04132_,35.76µm
_01883_,35.7µm
_02113_,35.64µm
_08238_,35.63µm
_02386_,35.545µm
_01910_,35.52µm
_07754_,35.47µm
_04672_,35.46µm
_04807_,35.46µm
u_LMS.w\[5\]\[17\],35.445µm
_11191_,35.41µm
_06464_,35.37µm
_05527_,35.34µm
net73,35.32µm
_06452_,35.25µm
u_LMS.x_r\[8\]\[7\],35.215µm
_06859_,35.19µm
_08498_,35.185µm
_07710_,35.17µm
spi_addr\[5\],35.155µm
u_LMS.w\[3\]\[9\],35.155µm
u_FIR.sum\[3\]\[18\],35.11µm
u_LMS.x_r\[3\]\[7\],35.095µm
u_LMS.w\[4\]\[20\],35.09µm
_05190_,35.07µm
spi_addr\[1\],35.015µm
_09773_,34.99µm
_09197_,34.98µm
_01954_,34.855µm
_04796_,34.83µm
u_debug_unit.mon_w6_sync\[5\],34.8µm
_07478_,34.76µm
u_LMS.x_r\[3\]\[6\],34.725µm
_06168_,34.665µm
_03513_,34.63µm
_05904_,34.63µm
_01990_,34.57µm
_05968_,34.56µm
_10397_,34.485µm
u_FIR.sum\[4\]\[16\],34.47µm
_02388_,34.39µm
_02574_,34.39µm
_07700_,34.375µm
_04103_,34.325µm
_10201_,34.22µm
_03488_,34.14µm
net188,34.135µm
u_FIR.sum\[0\]\[1\],34.105µm
_10241_,34.085µm
_11127_,34.035µm
u_LMS.w\[5\]\[23\],34.005µm
_03480_,33.9µm
_07058_,33.895µm
_03382_,33.88µm
u_LMS.w\[1\]\[3\],33.88µm
_04144_,33.8µm
_01219_,33.795µm
_08004_,33.79µm
_04376_,33.745µm
_06560_,33.73µm
_01203_,33.72µm
_03468_,33.72µm
u_LMS.w\[6\]\[3\],33.695µm
_01247_,33.675µm
net545,33.67µm
_04635_,33.595µm
_10193_,33.565µm
_08597_,33.56µm
u_FIR.sum\[2\]\[2\],33.56µm
_10372_,33.55µm
u_LMS.count\[2\],33.49µm
_08019_,33.48µm
_10400_,33.475µm
_03009_,33.465µm
_02575_,33.445µm
u_LMS.count\[4\],33.445µm
net452,33.405µm
u_LMS.w\[7\]\[23\],33.345µm
u_FIR.sum\[8\]\[12\],33.25µm
_08925_,33.19µm
_11174_,33.19µm
_04940_,33.14µm
net554,33.13µm
u_FIR.sum\[6\]\[2\],33.125µm
_02708_,33.12µm
u_LMS.w\[6\]\[11\],33.12µm
u_LMS.w\[4\]\[19\],33.11µm
_09361_,33.09µm
net21,33.085µm
_04744_,33.065µm
u_LMS.w\[6\]\[19\],33.065µm
_07125_,33.02µm
u_LMS.x_r\[3\]\[4\],32.95µm
_07588_,32.91µm
_01388_,32.88µm
_05748_,32.82µm
u_FIR.sum\[7\]\[12\],32.77µm
_03862_,32.7µm
u_FIR.sum\[1\]\[10\],32.685µm
_05319_,32.66µm
_02040_,32.65µm
_04705_,32.58µm
_06086_,32.47µm
_09886_,32.47µm
_10830_,32.45µm
net569,32.44µm
_05297_,32.325µm
_06413_,32.28µm
_02563_,32.265µm
_02707_,32.18µm
_02747_,32.17µm
_01639_,32.08µm
u_FIR.sum\[1\]\[11\],32.035µm
net633,32.01µm
_04371_,32µm
_10789_,31.98µm
_05467_,31.965µm
_04637_,31.96µm
_03494_,31.92µm
_08635_,31.92µm
_10819_,31.92µm
_10243_,31.865µm
_06884_,31.86µm
_10198_,31.825µm
_03606_,31.8µm
u_FIR.sum\[7\]\[16\],31.755µm
_10850_,31.75µm
_06339_,31.74µm
_03531_,31.69µm
_04638_,31.68µm
